Name,Slug,Short Description,Tagline / Description,Long Description (About),Official Website URL,Logo URL,Primary Category,Category Slug,Primary Task(s),Key Features,Use Cases,Integrations,Supported Platforms,Pricing Model,Pricing Raw,Has API,API Docs URL,Is Open Source,GitHub Repository,Provider / Company,Provider Website,Release Date,Pros,Cons
Hivebotics,hivebotics,AI agent for ai agent,AI agent for ai agent,HiveBotics is a Hardware + Software AI agent that AI-powered autonomous robots for facility management.,https://hivebotics.tech/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Hugging Face,hugging-face,AI agent for ai agent,AI agent for ai agent,"Hugging Face is a AI Agent Framework AI agent that the platform for the machine learning community to collaborate on models, datasets, and applications.",https://huggingface.co,,AI Agent,ai-agent,AI Agent,,,,Mac,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Hubre Ai,hubre-ai,AI agent for ai agent,AI agent for ai agent,HubRE AI is a Business Automation AI agent that hubRE AI is a cutting-edge platform designed to streamline business processes using AI agents (Freemium).,https://hubre.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Hr Ai Agent,hr-ai-agent,AI agent for ai agent,AI agent for ai agent,HR AI Agent is a Business Automation AI agent that enterprise-grade AI and automation solutions tailored for business efficiency.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Ibm Granite,ibm-granite,AI agent for ai agent,AI agent for ai agent,"IBM Granite is a AI Agent Framework AI agent that open, customizable AI models for enterprise workloads.",https://www.ibm.com/granite,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Humane,humane,AI agent for ai agent,AI agent for ai agent,"Humane is a General Assistant & Hardware + Software AI agent that innovative technology that feels familiar, natural, and human (Paid).",https://hu.ma.ne/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Hyperwrite,hyperwrite,AI agent for ai agent,AI agent for ai agent,HyperWrite is a General Assistant AI agent that your AI assistant for everyday tasks.,https://www.hyperwriteai.com/personal-assistant,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Ibm Watson Assistant,ibm-watson-assistant,AI agent for ai agent,AI agent for ai agent,IBM Watson Assistant is a Business Automation AI agent that IBM watsonx Orchestrate improves business productivity through AI agent orchestration (Free).,https://www.ibm.com/cloud/watson-assistant,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Ibm Watsonx Orchestrate,ibm-watsonx-orchestrate,AI agent for ai agent,AI agent for ai agent,IBM watsonx Orchestrate is a Business Automation AI agent that IBM watsonx Orchestrate offers orchestration of AI agents for enhanced productivity (Freemium).,https://www.ibm.com/products/watsonx-orchestrate,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Ibm Watsonxai,ibm-watsonxai,AI agent for ai agent,AI agent for ai agent,IBM watsonx.ai is a AI Agent Framework AI agent that IBM watsonx.ai is an integrated AI development studio for building and deploying AI applications.,https://www.ibm.com/products/watsonx-ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Imbue,imbue,AI agent for ai agent,AI agent for ai agent,Imbue is a Research Labs & AI Agent Framework AI agent that we build AI systems that can reason.,https://imbue.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Ibm Watsonx Assistant,ibm-watsonx-assistant,AI agent for ai agent,AI agent for ai agent,IBM Watsonx Assistant is a Business Automation AI agent that IBM watsonx Orchestrate streamlines the use of AI agents for businesses (Free).,https://www.ibm.com/products/watsonx-assistant,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Induced,induced,AI agent for ai agent,AI agent for ai agent,Induced is a Task Automation & Business Automation AI agent that AI workers to automate your browser tasks.,https://www.induced.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Informatica Ai Agent Engineering,informatica-ai-agent-engineering,AI agent for ai agent,AI agent for ai agent,Informatica AI Agent Engineering is a AI Agent Framework AI agent that build and manage AI agents tailored for business needs using Informatica's AI Agent...,https://www.informatica.com/products/ai-agent-engineering.html,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Inferable,inferable,AI agent for ai agent,AI agent for ai agent,Inferable is a Developer Tools & Open Source AI agent that open-source agent runtime for building distributed automations.,https://www.inferable.ai/,,AI Agent,ai-agent,AI Agent; Code Generation; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,,,,,,
Innate,innate,AI agent for ai agent,AI agent for ai agent,Innate is a Hardware + Software & AI Agent Framework AI agent that teach your home robot in minutes.,https://innate.bot,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Insights Agent,insights-agent,AI agent for ai agent,AI agent for ai agent,"Insights Agent is a Business Automation AI agent that AI agent for enterprise analytics that identifies trends, risks, and opportunities in data.",https://www.agami.ai/agents/insights-agent,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Instrukt,instrukt,AI agent for ai agent,AI agent for ai agent,"Instrukt is a Developer Tools AI agent that a terminal-based environment for interacting with and extending modular AI agents, promoting self-hosted AI...",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/blob42/Instrukt,,,,,
Inoxoft,inoxoft,AI agent for ai agent,AI agent for ai agent,Inoxoft is a Business Automation AI agent that custom Software Development Company offering tailored digital solutions.,https://inoxoft.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Intellectia,intellectia,AI agent for ai agent,AI agent for ai agent,Intellectia is a Commerce AI agent that AI-powered trading signals platform for stocks and cryptocurrencies (Freemium).,https://intellectia.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Intenseye,intenseye,AI agent for ai agent,AI agent for ai agent,Intenseye is a Business Automation AI agent that real-time AI-driven safety management solution that detects and prevents serious injuries.,https://www.intenseye.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Invicta Ai,invicta-ai,AI agent for ai agent,AI agent for ai agent,Invicta AI is a Task Automation & Agent Platform AI agent that build Teams of AI Agents (Freemium).,https://invictai.io/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Iprogrammer Solutions,iprogrammer-solutions,AI agent for ai agent,AI agent for ai agent,iProgrammer Solutions is a AI Agent Framework AI agent that iProgrammer offers an AI product suite designed to optimize workflows and enhance safety across...,https://iprogrammer.au/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Iris,iris,AI agent for ai agent,AI agent for ai agent,Iris is a General Assistant AI agent that iris is an AI-powered calendar and inbox management assistant that learns and adapts to your work style (Free).,https://textiris.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Jacek Chodzko,jacek-chodzko,AI agent for ai agent,AI agent for ai agent,Jacek Chodzko is a Marketing AI agent that RMIQ connects brands with premium ad space across top retail media networks.,https://rmiq.net/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Jarmin,jarmin,AI agent for ai agent,AI agent for ai agent,Jarmin is a AI Agent Framework AI agent that AI-powered ML engineering service to help businesses harness machine learning capabilities.,https://jarmin.ai/,,AI Agent,ai-agent,AI Agent,,,,Mac,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Jarvis,jarvis,AI agent for ai agent,AI agent for ai agent,JARVIS is a Open Source AI agent that JARVIS is a system to connect LLMs with the ML community.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/microsoft/JARVIS,,,,,
Jared Montgomery,jared-montgomery,AI agent for ai agent,AI agent for ai agent,Jared Montgomery is a Digital Workers AI agent that AI-powered resale assistant for analyzing thrifted items using real sales data (Paid).,https://waitlist.quickflip.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Ix,ix,AI agent for ai agent,AI agent for ai agent,"IX is a Open Source & AI Agent Framework AI agent that IX is a platform for building, debugging, and deploying collaborative Agents and cognitive workflows.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/kreneskyp/ix,,,,,
Item,item,AI agent for ai agent,AI agent for ai agent,item is a Business Automation AI agent that the AI-native CRM designed for autonomous execution.,https://item.app,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Jo,jo,AI agent for ai agent,AI agent for ai agent,jo is a General Assistant AI agent that jo is a voice-enabled digital assistant designed to help you speed up your daily tasks (Free).,https://askjo.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Junie,junie,AI agent for ai agent,AI agent for ai agent,Junie is a AI Agent Framework AI agent that smart coding agent that integrates directly with your IDE to enhance productivity (Freemium).,https://www.jetbrains.com/junie/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Karmen,karmen,AI agent for ai agent,AI agent for ai agent,Karmen is a Task Automation AI agent that karmen is an AI scheduling copilot designed to streamline project management.,https://www.karmenai.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Joy,joy,AI agent for ai agent,AI agent for ai agent,Joy is a Customer Support AI agent that joy is the leading AI answering service that combines AI and live agents for exceptional customer service (Freemium).,https://sasjoy.com,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Julius,julius,AI agent for ai agent,AI agent for ai agent,"Julius is a General Assistant AI agent that julius AI allows data processing, analysis, and visualization (Free).",https://julius.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Kavidaai,kavidaai,AI agent for ai agent,AI agent for ai agent,Kavida.ai is a Business Automation AI agent that agent PO is an AI procurement agent that automates and streamlines procurement tasks.,https://kavida.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Kaibanjs,kaibanjs,AI agent for ai agent,AI agent for ai agent,KaibanJS is a AI Agent Framework AI agent that kanban for AI Agents. JavaScript Framework for Building Multi-Agent Systems.,https://www.kaibanjs.com/kanban-for-ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Kadoa,kadoa,AI agent for ai agent,AI agent for ai agent,Kadoa is a Task Automation AI agent that web Scraping on Autopilot with AI.,https://www.kadoa.com/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Koreai,koreai,AI agent for ai agent,AI agent for ai agent,Kore.ai is a AI Agent Framework AI agent that kore.ai provides AI solutions that enhance business operations through AI agents and automation.,https://kore.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Justcall Ai Sdr,justcall-ai-sdr,AI agent for ai agent,AI agent for ai agent,JustCall AI SDR is a Business Automation AI agent that justCall AI SDR is an intelligent solution for automated lead qualification and meeting scheduling...,https://justcall.io/product/ai-voice-agent/ai-sdr/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Knowlix Ai Helper,knowlix-ai-helper,AI agent for ai agent,AI agent for ai agent,Knowlix AI Helper is a Business Automation AI agent that agentic Automation for enterprises to manage repetitive workflows.,https://www.knowlix.de/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Kiro Autonomous Agent,kiro-autonomous-agent,AI agent for ai agent,AI agent for ai agent,Kiro Autonomous Agent is a Developer Tools AI agent that kiro is an autonomous agent designed to streamline development tasks across multiple repositories.,https://kiro.dev/autonomous-agent,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Langchain,langchain,AI agent for ai agent,AI agent for ai agent,LangChain is a Agent Platform AI agent that an agent engineering platform designed to support the development and deployment of AI agents.,https://www.langchain.com/,,AI Agent,ai-agent,AI Agent; Customer Support,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Keploy,keploy,AI agent for ai agent,AI agent for ai agent,Keploy is a Developer Tools AI agent that AI-powered testing tool for automated test generation with high coverage (Freemium).,https://keploy.io/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Langgraph,langgraph,AI agent for ai agent,AI agent for ai agent,LangGraph is a AI Agent Framework AI agent that langGraph enables the development of customizable AI agents with advanced control flows and...,https://www.langchain.com/langgraph,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Lighty Ai,lighty-ai,AI agent for ai agent,AI agent for ai agent,Lighty AI is a General Assistant AI agent that supercharge your efficiency and make every minute count.,https://www.lighty.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Lemon Agent,lemon-agent,AI agent for ai agent,AI agent for ai agent,"Lemon Agent is a Open Source & Task Automation AI agent that plan-Validate-Solve (PVS) Agent for accurate, reliable and reproducable workflow automation.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/felixbrock/lemon-agent,,,,,
Letta Api,letta-api,AI agent for ai agent,AI agent for ai agent,Letta API is a Developer Tools AI agent that letta Developer Platform for building stateful AI agents.,https://docs.letta.com/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Leadsnew,leadsnew,AI agent for ai agent,AI agent for ai agent,Leads.new is a Marketing AI agent that create engaging AI lead magnets in minutes with Leads.new (Freemium).,https://www.leads.new,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Letta Code,letta-code,AI agent for ai agent,AI agent for ai agent,Letta Code is a Developer Tools AI agent that build and deploy stateful AI agents using Letta's API (Free).,https://www.letta.com/developer-platform,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Langroid,langroid,AI agent for ai agent,AI agent for ai agent,Langroid is a Open Source & AI Agent Framework AI agent that multi-Agent framework for building LLM Applications.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/langroid/langroid,,,,,
Lila Sciences,lila-sciences,AI agent for ai agent,AI agent for ai agent,"Lila Sciences is a Research Labs AI agent that introducing Lila, the scientific superintelligence platform designed to revolutionize research in life and...",https://www.lila.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Limitus Ai,limitus-ai,AI agent for ai agent,AI agent for ai agent,"Limitus AI is a Business Automation AI agent that LIMITUS is a decentralized, AI-powered platform that seamlessly integrates Web2 and Web3 systems for...",https://www.limitus.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Lindy,lindy,AI agent for ai agent,AI agent for ai agent,Lindy is a Digital Workers & Business Automation AI agent that meet your AI employee.,https://www.lindy.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Listen Labs,listen-labs,AI agent for ai agent,AI agent for ai agent,Listen Labs is a Research Labs AI agent that AI-powered research platform for understanding customer insights through interviews (Freemium).,https://listenlabs.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Logical,logical,AI agent for ai agent,AI agent for ai agent,Logical is a Task Automation AI agent that proactive AI Copilot for seamless task management and automation.,https://trylogical.ai,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Llm Agents,llm-agents,AI agent for ai agent,AI agent for ai agent,LLM Agents is a Open Source AI agent that a minimalistic library for building agents that leverage large language models to automate tasks through a loop of...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/mpaepper/llm_agents,,,,,
Llama Index,llama-index,AI agent for ai agent,AI agent for ai agent,Llama Index is a AI Agent Framework AI agent that llamaIndex is the leading framework for building LLM-powered agents over your data (Free).,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/run-llama/llama_index,,,,,
Lockedin Ai,lockedin-ai,AI agent for ai agent,AI agent for ai agent,LockedIn AI is a General Assistant AI agent that AI-Powered Interview Copilot for job seekers (Freemium).,https://www.lockedinai.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Lumay Ai,lumay-ai,AI agent for ai agent,AI agent for ai agent,Lumay AI is a Business Automation AI agent that enterprise AI platform for intelligent workflow automation.,https://www.lumay.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Loop Gpt,loop-gpt,AI agent for ai agent,AI agent for ai agent,"Loop GPT is a Open Source & AI Agent Framework AI agent that a re-implementation of the popular Auto-GPT project as a proper python package, written with...",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/farizrahman4u/loopgpt/tree/main,,,,,
Local Gpt,local-gpt,AI agent for ai agent,AI agent for ai agent,Local GPT is a Open Source AI agent that localGPT is an open-source initiative that allows you to converse with your documents without compromising your...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/PromtEngineer/localGPT,,,,,
Lovable,lovable,AI agent for ai agent,AI agent for ai agent,Lovable is a Developer Tools AI agent that create apps and websites by chatting with AI (Freemium).,https://lovable.dev/,,AI Agent,ai-agent,AI Agent; Code Generation; Customer Support,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Lunavo,lunavo,AI agent for ai agent,AI agent for ai agent,Lunavo is a Digital Workers AI agent that AI assistant automating up to 85% of manual work for freight forwarders.,https://lunavo.ai,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Magic Cloud,magic-cloud,AI agent for ai agent,AI agent for ai agent,Magic Cloud is a AI Agent Framework AI agent that AI-based low-code/no-code platform for AI solutions (Freemium).,https://ainiro.io,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Manus,manus,AI agent for ai agent,AI agent for ai agent,"Manus is a Task Automation AI agent that AI-powered tool for creating custom applications, websites, and content (Freemium).",https://manus.im,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Lutra,lutra,AI agent for ai agent,AI agent for ai agent,Lutra is a Task Automation AI agent that integrate AI into your workflows and apps (Free).,https://lutra.ai/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Metagpt,metagpt,AI agent for ai agent,AI agent for ai agent,"MetaGPT is a Open Source & AI Agent Framework AI agent that a multi-agent framework that, given one line requirement, returns PRD, Design, Tasks, or Repo.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/geekan/MetaGPT,,,,,
Magic Loops,magic-loops,AI agent for ai agent,AI agent for ai agent,Magic Loops is a Task Automation AI agent that give everyone the superpower of programming (Freemium).,https://magicloops.dev/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Managebot,managebot,AI agent for ai agent,AI agent for ai agent,ManageBot is a Developer Tools AI agent that build intelligent AI agents on digital assets with AgentDAO (Freemium).,https://www.managebot.com,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Marcus,marcus,AI agent for ai agent,AI agent for ai agent,Marcus is a Digital Workers & Task Automation AI agent that AI Powered Accounts Receivable Software.,https://trymesha.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Market Research Summarization Agent,market-research-summarization-agent,AI agent for ai agent,AI agent for ai agent,Market Research Summarization Agent is a Business Automation AI agent that agent that summarizes market reports for quick insights.,https://zbrain.ai/agents/Marketing/all/Market-Research-Summarization/market-research-summarization-agent/,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Meteor,meteor,AI agent for ai agent,AI agent for ai agent,Meteor is a General Assistant AI agent that the World's Most Intelligent Browser with state-of-the-art browsing features (Free).,https://browse.dev/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Mettalex,mettalex,AI agent for ai agent,AI agent for ai agent,Mettalex is a Blockchain AI agent that world’s first P2P Agent based DEX.,https://www.mettalex.com/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Microsoft 365 Agents Sdk,microsoft-365-agents-sdk,AI agent for ai agent,AI agent for ai agent,"Microsoft 365 Agents SDK is a Developer Tools AI agent that microsoft 365 Agents SDK enables developers to build scalable, multi-channel agents using...",https://devblogs.microsoft.com/microsoft365dev/introducing-the-microsoft-365-agents-sdk/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Memgpt,memgpt,AI agent for ai agent,AI agent for ai agent,MemGPT is a Open Source AI agent that a system that intelligently manages different memory tiers in LLMs to effectively provide the extended context within...,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/cpacker/MemGPT,,,,,
Marketmind,marketmind,AI agent for ai agent,AI agent for ai agent,MarketMind is a Business Automation AI agent that AI Point offers tailored AI solutions to enhance B2B growth through lead generation and workflow automation.,https://www.aipoint.io/ai-agents/stock-market-analysis-ai-agent,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Mentor For App Generation,mentor-for-app-generation,AI agent for ai agent,AI agent for ai agent,Mentor for App Generation is a Developer Tools AI agent that AI-driven development platform for swift app generation and monitoring (Free).,https://www.outsystems.com/low-code-platform/mentor-ai-app-generation/,,AI Agent,ai-agent,AI Agent; Code Generation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Microsoft Copilot,microsoft-copilot,AI agent for ai agent,AI agent for ai agent,Microsoft Copilot is a General Assistant AI agent that AI-powered tool for enhancing productivity across various tasks.,https://copilot.microsoft.com,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Mentat,mentat,AI agent for ai agent,AI agent for ai agent,"Mentat is a Open Source AI agent that mentat is the AI tool that assists you with any coding task, right from your command line.",https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/biobootloader/mentat,,,,,
Microsoft Copilot Vision Agents,microsoft-copilot-vision-agents,AI agent for ai agent,AI agent for ai agent,Microsoft Copilot Vision Agents is a Business Automation AI agent that an AI assistant integrated within Microsoft 365 to enhance productivity and automate...,https://www.microsoft.com/microsoft-365/microsoft-copilot,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Microsoft Autogen,microsoft-autogen,AI agent for ai agent,AI agent for ai agent,Microsoft AutoGen is a AI Agent Framework AI agent that open-source framework for building AI agents with multi-agent cooperation (Free).,https://microsoft.github.io/autogen/0.2/docs/Getting-Started,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,TRUE,,,,,,
Midship,midship,AI agent for ai agent,AI agent for ai agent,Midship is a Digital Workers AI agent that AI-driven solution for automating SOX testing and audit processes (Freemium).,https://midship.ai/,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Microsoft Copilot Studio,microsoft-copilot-studio,AI agent for ai agent,AI agent for ai agent,"Microsoft Copilot Studio is a AI Agent Framework AI agent that a platform for building and managing AI agents, designed for business use (Paid).",https://www.microsoft.com/en-us/microsoft-copilot/microsoft-copilot-studio,,AI Agent,ai-agent,AI Agent,,,,Web Browser,PAID,Contact for pricing,FALSE,,FALSE,,,,,,
Microsoft Power Automate,microsoft-power-automate,AI agent for ai agent,AI agent for ai agent,Microsoft Power Automate is a Task Automation AI agent that optimize business processes with an end-to-end automation solution built for enterprise (Freemium).,https://powerautomate.microsoft.com,,AI Agent,ai-agent,AI Agent; Task Automation,,,,Web Browser,FREE,Free plan available,FALSE,,FALSE,,,,,,
Mintlify,mintlify,AI agent for ai agent,AI agent for ai agent,Mintlify is a Digital Workers AI agent that next-generation AI-native documentation platform for collaboration.,https://www.mintlify.com,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,FALSE,,,,,,
Mini Agi,mini-agi,AI agent for ai agent,AI agent for ai agent,Mini AGI is a Open Source AI agent that a minimal general-purpose autonomous agent based on GPT-3.5 / GPT-4.,https://cal.com/tinyai.tools/20min,,AI Agent,ai-agent,AI Agent,,,,Web Browser,FREEMIUM,Free plan available,FALSE,,TRUE,https://github.com/muellerberndt/mini-agi,,,,,
